Drug Name	DrugBankID	Label DME	PathFX Phenotype	PathFX Phen. CUI	Corrected P-value	Network genes assoc to phen	
hyoscyamine	DB00424	Hypertension	Portal hypertension, noncirrhotic	C0020541	0.00019638267259	BDKRB2,EDNRB,UTS2B,CCR5,ADRB2,EDN1,EDNRA,AVP,AGT	
trastuzumab	DB00072	Thrombocytopenia	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	C0040034	0.000161669024045	NRAS,FCGR2A,TFRC,JAK1,JAK2,SRC,PDGFRB,CSF2,ICOS,PDGFB,SCARB2,FCGR2C,OCRL,FCGR3A,PTPN11,IL3	
trastuzumab	DB00072	Peripheral neuropathy	Peripheral neuropathy, myopathy, hoarseness, and hearing loss	C0031117	0.000206278026906	EGFR,PIK3CA,ADRB2,IGHG1,GFRA1,GDNF,IL2,HGF,EGF,JAK2,CYP19A1,ERBB2,FGFR4,CSF2,ICOS,KRAS,APOB,ARTN,FCGR2C,NEFL,RASGRP1,RET,IL3,DNM2,SPTBN2	
ticlopidine	DB00208	Sepsis	Sepsis	C0243026	6.4606374748e-05	ADRA2A,APP,AGT,CXCR4,CXCR2,FPR2,C3AR1,CXCL12,GAL,C5AR1,CYP2E1,MPO,CCL5,SST,CYP1A1,CXCL2,CYP1A2,CCR2,C5,S1PR3,C3,SAA1,CXCL8,POMC,AGTR2,PNOC,KNG1	
captopril	DB01197	Myocardial infarction	Acute myocardial infarction	C0155626	0.000154224774405	ITGA2,DMD,ACE,ABCB1,CST3,MMP1,APOE,CYP2D6,APOA1,HP,AGT,F7,MMP9,MMP2,REN,SCN5A	
captopril	DB01197	Myocardial infarction	Myocardial Infarction	C0027051	6.82538386543e-05	KRT16,ITGA2,SERPING1,CFH,ACE,AHSG,ABCB1,CST3,MMP1,LTA4H,APOE,GSN,CYP2D6,APOA1,MMP14,HP,AGT,KCNMA1,TIMP2,APOC1,F7,APOA4,ATM,APOC3,MMP9,MMP2,APOA2,FN1,REN,SCN5A,GFAP,CDCP1	
captopril	DB01197	Myocardial infarction	Old myocardial infarction	C0155668	0.000196534068531	ACE,MMP1,APOE,APOA1,APOA4,REN	
captopril	DB01197	Proteinuria	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	C0033687	0.000161147305429	CFH,ACE,CTSL,APOE,APOA1,HP,AGT,NPHS1,FN1,REN,ALB	
captopril	DB01197	Proteinuria	Proteinuria Adverse Event	C1962972	0.000319728445268	ACE,AGT,NPHS1	
bevacizumab	DB00112	Myocardial infarction	Anterior myocardial infarction	C0340293	0.000190978886756	FCGR3B,VEGFA,FCGR3A	
iloprost	DB01088	Hypertension	Essential hypertension	C0085580	7.25761772853e-05	ALB,ADRB1,PLAT,VIP,PTH,CALCRL,ADRB3,FSHR,GNAS,APOE,PLG,GCGR,POMC,CALCA,ADM,HP,KCNMA1	
iloprost	DB01088	Hemorrhage	Subarachnoid hemorrhage	C0038525	0.000193285859613	VIPR2,RXFP1,ADRB1,CAMTA1,PLAT,APOE,GFAP,CALCA,SLA2,HP	
quinine	DB00468	Hemorrhage	Gastrointestinal hemorrhage	C0017181	0.000216569320627	GP1BB,CYP2D6,CYP2C8,CYP2C9,VWF,CYP2C19,F2,F9	
nefazodone	DB01149	Hypertension	genetic hypertension	C0598428	7.48447204969e-05	LPAR2,CXCR6,ACKR3,EDN1,CYSLTR2,ADRA2B,AGT,SSTR4,ADRA1A,EDNRA	
nefazodone	DB01149	Pneumonia	Pneumonia	C0032285	5.80602229246e-05	CCR6,LPAR2,CCL19,PF4,CCR3,LPAR1,F2RL1,NPW,C5AR1,KNG1,ADORA3,CXCL1,PTAFR,PTGDR2,POMC,CCR8,CXCL12,CXCL9,CCR9,CXCL8,CXCR2,CYSLTR1,CXCR4,C3,CXCL2,NLRC4,CCL5,C3AR1,CXCL5,CCR2,F2R,CXCR3,CCL20,HP,LTB4R,CCR1,CXCL13,TAC1	
nefazodone	DB01149	Hypertension	Essential hypertension	C0085580	7.44479495268e-05	ABCB1,TRHR,LPAR2,APLNR,NPY,LPAR1,AGTR2,P2RY2,EDN1,CYP3A5,ADORA1,UTS2,PTGFR,KNG1,EDN2,APOE,POMC,CYP2D6,ADRA2B,AVPR1A,AGT,ADRA1B,HTR2A,ALB,ADRA1A,EDNRA,HP,BDKRB2,BDKRB1,GNAI2,GCGR,KCNMA1,ADRA1D	
nefazodone	DB01149	Delirium	Cocaine delirium	C0011206	0.000328590563075	CYP3A5,CYP3A4,APOE,CXCL8,SLC6A3,DRD3	
maraviroc	DB04835	Pneumonia	Pneumonia	C0032285	4.61711711712e-05	CXCR3,KNG1,CCR8,C3,C5AR1,CXCL8,CXCL12,CCR2,CXCL1,ADORA3,CXCR4,CCR1,CXCR2,CXCL5,C3AR1,POMC,CXCL13,NPW,CXCL2,CCL5,CCL20,CCR9,CXCL9,CCR6,LPAR2,PTGDR2,PF4,LPAR1,CCL19	
maraviroc	DB04835	Myocardial infarction	Myocardial Infarction	C0027051	0.000110094909405	KNG1,C3,OPRD1,CXCL8,TAS2R50,CXCL6,OPRK1,CXCL12,CCR2,CXCR5,P2RY12,ADORA3,CCR1,CCR5,HTR1D,CYP3A4,GRM8,CNR1,BDKRB2,ADRA2B,BDKRB1,CCL5,AGTR2,CASR,NPY,AGT,ADORA1,CXCL10	
maraviroc	DB04835	Pneumonia	Pneumocystis jiroveci pneumonia	C1535939	0.000140459724126	C3,CXCL8,CXCR4,CCR5,CXCR6,CXCL10	
pilocarpine	DB01085	Pancreatitis	Hereditary pancreatitis	C0238339	6.79102302536e-05	CXCL8,GNAI2,CXCR2,CXCL12,SYT1,TACR3,TACR2,GAST,P2RY6,ADRB2,CYP2E1,CASR,NTSR1,CXCR1,MGST1,CXCR4,EGF,CCR6,CXCL1,CCL20,CXCR3,CCKBR,NTS,F2RL1,TACR1,TAC1,GCG,CXCL10,EGFR,CXCL5,CCL28,EDN1,CXCL6	
pilocarpine	DB01085	Hypertension	genetic hypertension	C0598428	7.00245700246e-05	SSTR4,EDNRA,CYSLTR2,AGT,ADRA2B,CXCR6,ADRA1A,LPAR2,EDN1,ACKR3	
pilocarpine	DB01085	Hypertension	Essential hypertension	C0085580	6.61806123364e-05	AVPR1A,GNAI2,LDLR,EDN2,ADRB2,P2RY2,LPAR1,BDKRB1,EDNRA,BDKRB2,NPY,ADORA1,PTGFR,ADRA1B,TRHR,GCGR,AGTR2,ADRA1D,APLNR,AGT,DNM2,APOB,ADRA2B,UTS2,ADRA1A,LPAR2,EDN1,POMC,KNG1	
pilocarpine	DB01085	Myocardial infarction	Myocardial Infarction	C0027051	6.43108463976e-05	CXCL8,LDLRAP1,AVPR1A,LDLR,CCR5,CCR2,CXCR5,CXCL12,EDN2,P2RY12,IGF2R,ADRB2,CASR,P2RY2,BDKRB1,ADORA3,EDNRA,HTR1D,VAMP8,C3,BDKRB2,NPY,CYP3A4,ADORA1,GHSR,AGTR2,CNR1,ADRA1D,CHRM2,F2R,F2RL1,OPRD1,P2RY11,AGT,CCL5,TAS2R50,EDNRB,OPRK1,APOB,GCG,GRM8,CXCL10,DAB2,ADRA2B,F2,GHRL,UTS2,CCR3,TF,CCR1,UTS2R,EDN1,CXCL6,KNG1	
pilocarpine	DB01085	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	0.000122897800776	CXCL8,NPS,CXCR2,TACR2,CASR,UTS2B,CCR7,EDNRA,CXCR1,CYSLTR1,BDKRB2,NPY,EGF,APLNR,F2RL1,AGT,TACR1,CCL5,DNM2,EDNRB,TAC1,F2,HTR2B,UTS2,HTR1B,EDN1	
pilocarpine	DB01085	Hypertension	Primary pulmonary hypertension	C0152171	0.000108686395414	NPS,CCR5,CXCL12,BDKRB1,CCR7,EDNRA,BDKRB2,CXCR4,EGF,APLNR,F2R,F2RL1,CCL5,EDNRB,HTR2B,CCR1,HTR1B,EDN1,KNG1	
pilocarpine	DB01085	Hypertension	Pulmonary arterial hypertension	C3203102	0.000126647380264	NPS,CCR5,CXCL12,BDKRB1,SCARB2,CCR7,EDNRA,BDKRB2,CXCR4,EGF,CCR6,APLNR,F2R,F2RL1,CCL5,EDNRB,HTR2B,CCR1,HTR1B,EDN1,KNG1	
pilocarpine	DB01085	Pancreatitis	Pancreatitis	C0030305	0.000144202180377	CXCL8,SST,CYP2E1,CASR,EDNRA,BDKRB2,CNR2,AP2S1,CNR1,CD4,CCK,TACR1,CCL5,PPY,GHRL,TF,CCR1,EDN1	
pilocarpine	DB01085	Pneumonia	Streptococcal pneumonia	C0155862	0.000142997542998	CXCL8,PTAFR,C3,CCL5,PPBP,TRIP10	
pilocarpine	DB01085	Myocardial infarction	Acute myocardial infarction	C0155626	0.000133436594598	CXCL8,CCL21,CXCL12,P2RY12,EDNRA,CXCR4,PIK3C2A,CHRM2,P2RY11,AGT,APOB,GCG,ADRA2B,F2,EDN1	
pilocarpine	DB01085	Pneumonia	Lobar Pneumonia	C0032300	0.00019584231771	PTAFR,CCL5,PPBP,TRIP10	
eletriptan	DB00216	Hypertension	genetic hypertension	C0598428	7.48447204969e-05	CXCR6,PTH,EDN1,LPAR2,SSTR4,EDNRA,PTHLH,AGT,ACKR3,ADRA2B,CYSLTR2,ADRA1A	
eletriptan	DB00216	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	7.58222562337e-05	TAC1,UTS2B,CALCA,RAMP2,ADRB1,TACR2,CCL5,HTR1B,APLNR,UTS2,CXCR1,NPS,EDN1,NPY,ADORA2B,EDNRA,CCR7,VIP,TACR1,AGT,F2,PTGS1,F2RL1,CXCR2,CXCL8,BDKRB2,CASR,HTR2B,CYSLTR1,ADM,EDNRB	
eletriptan	DB00216	Hypertension	Hypertension	C0020538	5.34842432312e-05	CYP2C9,PPBP,CCR5,KNG1,UTS2R,CNR1,GHRL,MC3R,RAMP1,HRH3,CALCA,AVPR1A,XCL1,CCL21,RAMP2,ADRB1,CCL28,P2RY2,ANXA1,APP,KISS1,GCGR,ABCB1,CCR2,NTS,APLN,HTR1B,GNAS,ADRA1B,APLNR,UTS2,GNA14,CCR6,OXT,PTGER1,CALCRL,FSHR,IAPP,GPER1,CYP2A6,GABBR1,NPY2R,F2R,CXCR6,PTH,EDN1,CRHR1,LPAR2,GNAI2,GPR83,SSTR4,NPY,ADORA2B,EDNRA,TACR3,PTGER4,GHSR,LHB,CXCL13,OPRD1,TACR1,AGT,DRD3,PYY,ADRA2A,F2,PTGS1,BDKRB1,TRHR,MC2R,MGST3,GAL,PDYN,CHRM3,TRH,CYP2D6,ACKR3,FPR1,ADRB3,CXCL8,SST,ADORA1,TAC3,BDKRB2,ADRA2B,CYSLTR2,CYP3A4,CASR,GNRH1,CXCL2,SUCNR1,POMC,ADRA2C,ADRA1A,HTR2B,NPY1R,LPAR1,ADM,CYP2C19,OXTR,GCG,EDN3,AGTR2,EDNRB,ADRA1D,SAA1,EDN2	
eletriptan	DB00216	Myocardial infarction	Myocardial Infarction	C0027051	6.6723633724e-05	CYP2C9,CCR5,KNG1,UTS2R,CNR1,GHRL,RAMP1,AVPR1A,ADRB1,RLN2,OPRK1,P2RY2,CCL5,GHRH,CXCR5,ABCB1,CCR2,UTS2,PTGER2,HTR1D,P2RY12,CXCL10,CCR3,ADORA3,F2R,TAS2R50,EDN1,NPY,EDNRA,GHSR,OPRD1,AGT,F2,PTGS1,BDKRB1,F2RL1,CYP2D6,CXCL12,ADRB3,CXCL8,CCR1,ADORA1,P2RY11,BDKRB2,ADRA2B,C3,CYP3A4,CASR,CXCL6,ADM,CYP2C19,GRM8,GCG,AGTR2,EDNRB,ADRA1D,EDN2	
eletriptan	DB00216	Hypertension	Essential hypertension	C0085580	7.44479495268e-05	CYP2C9,KNG1,CALCA,AVPR1A,ADRB1,P2RY2,GCGR,ABCB1,GNAS,ADRA1B,APLNR,UTS2,CALCRL,FSHR,PTH,EDN1,LPAR2,GNAI2,NPY,EDNRA,PTGFR,VIP,AGT,BDKRB1,TRHR,CYP2D6,ADRB3,ADORA1,BDKRB2,ADRA2B,POMC,ADRA1A,LPAR1,ADM,AGTR2,ADRA1D,EDN2	
eletriptan	DB00216	Hypertension	Renovascular hypertension	C0020545	0.000105129209084	AVPR1A,ADRB1,PTGER3,CXCL10,CXCR3,AGT,PTGS1,SUCNR1,ADM,AGTR2	
eletriptan	DB00216	Hypertension	Primary pulmonary hypertension	C0152171	9.49459538417e-05	CYP2C9,CCR5,KNG1,CCL5,HTR1B,APLNR,F2R,NPS,EDN1,EDNRA,CCR7,VIP,BDKRB1,F2RL1,CXCL12,CCR1,BDKRB2,CXCR4,HTR2B,EDNRB	
eletriptan	DB00216	Hypertension	Pulmonary arterial hypertension	C3203102	0.00011434393284	CYP2C9,CCR5,KNG1,CCL5,HTR1B,APLNR,CCR6,F2R,NPS,EDN1,EDNRA,CCR7,VIP,BDKRB1,F2RL1,CXCL12,CCR1,BDKRB2,CXCR4,HTR2B,EDNRB	
eletriptan	DB00216	Myocardial infarction	Acute myocardial infarction	C0155626	0.000135621834553	CCL21,ADRB1,ABCB1,P2RY12,EDN1,EDNRA,AGT,F2,CYP2D6,CXCL12,CXCL8,P2RY11,ADRA2B,CXCR4,ADM,CYP2C19,GCG	
zolmitriptan	DB00315	Hypertension	Hypertension	C0020538	4.38553022795e-05	DRD3,CXCL8,HRH3,CXCL13,FPR1,ADRA2B,GNAI2,LPAR1,CXCL2,PDYN,ADRA2C,NPY1R,ADRA2A,CXCR6,CYP1A2,GPER1,AGT,CCL21,CNR1,BDKRB2,LPAR2,BDKRB1,ACKR3,APP,HTR1B,SAA1,PYY,SUCNR1,NPY2R,APLNR,MGST3,CASR,GABBR1,SSTR4,ADORA1,POMC,AGTR2,GAL,ANXA1,SST,NPY,CCR6,CCL28,APLN,CCR5,CCR2,PPBP,OPRD1,KNG1	
zolmitriptan	DB00315	Pneumonia	Pneumonia	C0032285	5.20832583612e-05	CCR8,CXCL8,CCL20,CXCL5,CXCL13,C5AR1,LPAR1,CCL19,CXCL9,CXCL2,NPW,ADORA3,LPAR2,CCR1,CXCR2,PTGDR2,CXCR3,PF4,CXCR4,CCL5,C3AR1,CCR3,CXCL1,POMC,C3,CCR9,CXCL12,CCR6,CCR2,KNG1	
zolmitriptan	DB00315	Myocardial infarction	Myocardial Infarction	C0027051	6.43108463976e-05	CXCL8,CXCL6,P2RY12,OPRK1,CXCR5,ADRA2B,CYP1A2,TAS2R50,ADORA3,AGT,CNR1,BDKRB2,CCR1,BDKRB1,CASR,CCL5,CCR3,ADORA1,C3,AGTR2,CXCL10,CXCL12,NPY,CCR5,HTR1D,GRM8,CCR2,OPRD1,KNG1	
zolmitriptan	DB00315	Hypertension	genetic hypertension	C0598428	7.00245700246e-05	ADRA2B,CXCR6,AGT,LPAR2,ACKR3,SSTR4	
zolmitriptan	DB00315	Tardive dyskinesia	Tardive Dyskinesia	C0686347	0.00010753987841	DRD3,CYP1A2,MTNR1B,CNR1,MAOA,HTR1F,DRD4,MTNR1A	
zolmitriptan	DB00315	Hypertension	Renovascular hypertension	C0020545	9.67565525737e-05	AGT,CXCR3,SUCNR1,AGTR2,CXCL10,PTGER3	
zolmitriptan	DB00315	Hypertension	Primary pulmonary hypertension	C0152171	0.000108686395414	CCR7,BDKRB2,CCR1,BDKRB1,HTR1B,APLNR,CXCR4,CCL5,CXCL12,CCR5,KNG1	
zolmitriptan	DB00315	Pneumonia	Pneumocystis jiroveci pneumonia	C1535939	0.000120152663037	CXCL8,CXCR6,CXCR4,C3,CXCL10,CCR5	
zolmitriptan	DB00315	Hypertension	Pulmonary arterial hypertension	C3203102	0.000126647380264	CCR7,BDKRB2,CCR1,BDKRB1,HTR1B,APLNR,CXCR4,CCL5,CXCL12,CCR6,CCR5,KNG1	
zolmitriptan	DB00315	Pneumonia	Streptococcal pneumonia	C0155862	0.000142997542998	CXCL8,CCL5,C3,PPBP	
atropine	DB00572	Pancreatitis	Hereditary pancreatitis	C0238339	6.79102302536e-05	CCL20,CCL28,CXCL5,EDN1,CXCR1,CXCL6,CXCL10,EGFR,GNAI2,TACR3,P2RY6,EGF,TACR1,GCG,F2RL1,TACR2,GAST,NTS,CXCR2,CXCL8,MGST1,CASR,CXCL12,ADRB2,CCR6,CXCR3,NTSR1,CXCL1,SYT1,CXCR4,CCKBR,TAC1	
atropine	DB00572	Sepsis	Sepsis	C0243026	6.4366625524e-05	C5,TFRC,EDN1,P2RY2,LTB4R,PNOC,GAL,EDN3,EDNRB,CCR2,APP,CXCL2,POMC,SAA1,AGTR2,P2RY1,AGT,F2R,GAST,GRPR,FPR2,NTS,CXCR2,AAK1,SST,CCL5,CXCL8,KNG1,CXCL12,WNT5A,ADRB2,CYP1A2,S1PR3,C3,ADRA2A,F2,SYT1,CXCR4,C3AR1,ADRA1D,C5AR1,GRP	
atropine	DB00572	Hypertension	genetic hypertension	C0598428	7.00245700246e-05	CYSLTR2,EDN1,LPAR2,ADRA2B,EDNRA,AGT,CXCR6,ADRA1A,ACKR3,SSTR4	
atropine	DB00572	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	0.000122897800776	EDN1,CXCR1,DNM2,NPS,NPY,EDNRB,EGF,EDNRA,TACR1,AGT,F2RL1,UTS2B,TACR2,CXCR2,CCL5,CXCL8,CASR,BDKRB2,CCR7,HTR1B,HTR2B,F2,UTS2,CYSLTR1,APLNR,TAC1	
atropine	DB00572	Myocardial infarction	Myocardial Infarction	C0027051	6.43108463976e-05	OPRK1,AVPR1A,IGF2R,EDN1,CXCL6,CCR3,CXCL10,DAB2,P2RY2,TAS2R50,NPY,P2RY11,ADORA3,EDN2,EDNRB,BDKRB1,ADRA2B,CCR1,APOB,CCR2,LDLR,EDNRA,CHRM2,GCG,AGTR2,AGT,F2RL1,VAMP8,F2R,CCL5,ADORA1,CXCL8,CASR,LDLRAP1,CXCR5,OPRD1,KNG1,CXCL12,BDKRB2,GRM8,UTS2R,ADRB2,GHRL,P2RY12,CYP1A2,C3,TF,F2,UTS2,CNR1,GHSR,ADRA1D,CCR5,HTR1D	
atropine	DB00572	Hypertension	Essential hypertension	C0085580	6.61806123364e-05	AVPR1A,TRHR,EDN1,DNM2,P2RY2,GCGR,GNAI2,LPAR2,NPY,EDN2,BDKRB1,ADRA2B,APOB,LPAR1,LDLR,EDNRA,POMC,AGTR2,AGT,PTGFR,ADORA1,ADRA1B,ADRA1A,KNG1,BDKRB2,ADRB2,UTS2,ADRA1D,APLNR	
atropine	DB00572	Hypertension	Primary pulmonary hypertension	C0152171	0.000108686395414	EDN1,NPS,EDNRB,BDKRB1,CCR1,EGF,EDNRA,F2RL1,F2R,CCL5,KNG1,CXCL12,BDKRB2,CCR7,HTR1B,HTR2B,CXCR4,CCR5,APLNR	
atropine	DB00572	Gastric ulcer	Gastric ulcer	C0038358	9.83838178492e-05	EDN1,EGFR,CCK,BDKRB1,EGF,OXT,HRH3,GAST,SST,CXCL8,OXTR,BDKRB2,GHRL	
atropine	DB00572	Hypertension	Pulmonary arterial hypertension	C3203102	0.000126647380264	EDN1,NPS,EDNRB,BDKRB1,CCR1,EGF,EDNRA,F2RL1,F2R,CCL5,SCARB2,KNG1,CXCL12,BDKRB2,CCR7,HTR1B,CCR6,HTR2B,CXCR4,CCR5,APLNR	
atropine	DB00572	Pancreatitis	Pancreatitis	C0030305	0.000144202180377	CD4,EDN1,AP2S1,CCK,CCR1,EDNRA,TACR1,SST,CCL5,CXCL8,CASR,CNR2,BDKRB2,GHRL,PPY,TF,CNR1	
atropine	DB00572	Myocardial infarction	Acute myocardial infarction	C0155626	0.000133436594598	EDN1,PIK3C2A,P2RY11,ADRA2B,APOB,EDNRA,CHRM2,GCG,AGT,CCL21,CXCL8,CXCL12,P2RY12,F2,CXCR4	
enalaprilat	DB09477	Pancreatitis	Acute pancreatitis	C0001339	0.000212869298708	AGT,ACE,REN	
enalaprilat	DB09477	Pulmonary edema	High altitude pulmonary edema	C0340100	0.000257491795001	ACE,REN	
enalaprilat	DB09477	Myocardial infarction	Old myocardial infarction	C0155668	0.000222927320915	ACE,REN	
enalaprilat	DB09477	Myocardial infarction	Anterior myocardial infarction	C0340293	1	ACE	
enalaprilat	DB09477	Pneumonia	Community acquired pneumonia	C0694549	1	ACE	
cefotetan	DB01330	Hemorrhage	Brain Hemorrhage, Traumatic	C0553692	0.000166112956811	ITGA2,F7,APOA1	
cefotetan	DB01330	Hemorrhage	Subarachnoid hemorrhage	C0038525	0.00052380952381	SLA2,GFAP,HP,APOE,ITGA2,CAMTA1,TTR	
levocetirizine	DB06282	Edema	Cerebral edema	C0006114	0.000187000726216	F2R,AVPR1A,EDN1,F2	
tenecteplase	DB00031	Myocardial infarction	Myocardial Infarction	C0027051	6.85859798124e-05	FN1,ITGA2B,CALR,FGA,KRT16,PLG,SERPINE1,LRP1,SERPINB2,ITGB3,PLAU,FGB,VWF,PLAT,PLAUR,FGG,HRG	
tenecteplase	DB00031	Hypertension	Hypertension	C0020538	5.05682511205e-05	FN1,ITGA2B,RAP1A,RAP1B,CALR,FGA,CSK,PLG,SERPINE1,LRP1,APBB1IP,TAP1,ITGB3,FGB,VWF,PLAT,PTK2,FGG,SRC	
tenecteplase	DB00031	Hemorrhage	Internal hemorrhage	C0333285	0.000208022151886	FN1,ITGA2B,FGA,ITGB3,PLAU,FGB,VWF,FGG	
tenecteplase	DB00031	Hemorrhage	Intracranial hemorrhage	C0151699	0.00012740097385	FN1,ITGA2B,FGA,ITGB3,PLAU,FGB,PLAT,FGG	
tenecteplase	DB00031	Myocardial infarction	Acute myocardial infarction	C0155626	0.000149199695122	PLG,SERPINE1,ITGB3,PLAU,FGB,VWF,PLAT,PTK2	
tenecteplase	DB00031	Hemorrhage	Cerebral Hemorrhage	C2937358	0.0001625330032	FN1,ITGA2B,FGA,ITGB3,PLAU,FGB,PLAT,FGG	
tenecteplase	DB00031	Hemorrhage	Gastrointestinal hemorrhage	C0017181	0.000155377033178	ITGA2B,FGA,ITGB3,FGB,VWF,FGG	
tenecteplase	DB00031	Cerebral infarction	Ischaemic cerebral infarction	C0007785	0.000142727229659	FGA,PLG,SERPINE1,PLAU,FGB,VWF,PLAT	
tenecteplase	DB00031	Hemorrhage	Brain Hemorrhage, Traumatic	C0553692	0.000157245632066	ITGA2B,SERPINE1,ITGB3	
tenecteplase	DB00031	Myocardial infarction	Old myocardial infarction	C0155668	0.00014385415183	SERPINE1,ITGB3,FGB	
tenecteplase	DB00031	Hemorrhage	Subcutaneous hemorrhage	C0854107	0.000189158453374	ITGA2B,KRT14,ITGB3,PLAU,VWF	
tenecteplase	DB00031	Pancreatitis	Pancreatitis	C0030305	0.000163958517077	FGA,SERPINE1,FGB,KRT8,PLAUR,FGG	
capsaicin	DB06774	Edema	Pulmonary edema	C0034063	0.000179462138229	MPO,PTGS2,TRPV1	
capsaicin	DB06774	Pancreatitis	Pancreatitis	C0030305	0.000150176678445	MPO,PTGS2,TP53,TRPV1,CYP2E1	
interferon gamma-1b	DB00033	Thrombocytopenia	Autoimmune thrombocytopenia	C0242584	0.000439830646475	STAT1	
interferon gamma-1b	DB00033	Interstitial lung disease	Interstitial lung and liver disease	C0206061	0.000483146226778	IFNG	
adenosine	DB00640	Hypertension	Essential hypertension	C0085580	6.61806123364e-05	AGT,PTH,CALCRL,FSHR,ADRA2B,LPAR2,ADORA1,GNAI2,LPAR1,APLNR,POMC,ADM,NPY,VIP,ADRB3,GNAS,KNG1,BDKRB2,BDKRB1,AGTR2,ADA,GCGR,ADORA2A,ADRB1,CALCA	
adenosine	DB00640	Hypertension	genetic hypertension	C0598428	7.00245700246e-05	AGT,PTH,ADRA2B,LPAR2,PTHLH,ACKR3,CXCR6,SSTR4	
adenosine	DB00640	Myocardial infarction	Myocardial Infarction	C0027051	6.43108463976e-05	AGT,CXCR5,GCG,RAMP1,CCR5,HTR1D,CXCL6,ADRA2B,TAS2R50,CCR3,CXCL10,ADORA1,ADM,CASR,P2RY11,NPY,GHRH,ADRB3,CXCL8,CXCL12,CCR1,CCL5,RLN2,P2RY12,CNR1,KNG1,BDKRB2,OPRK1,CCR2,OPRD1,PTGER2,GRM8,BDKRB1,AGTR2,ADRB1,C3	
adenosine	DB00640	Hypertension	Renovascular hypertension	C0020545	9.67565525737e-05	AGT,CXCR3,CXCL10,ADM,PTGER3,SUCNR1,AGTR2,ADRB1	
adenosine	DB00640	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	0.000122897800776	NPS,AGT,CXCR2,ADORA2B,CCR7,HTR1B,APLNR,ADM,CASR,NPY,VIP,CXCL8,CCL5,CXCR1,BDKRB2,RAMP2,ADRB1,CALCA	
adenosine	DB00640	Hypertension	Pulmonary arterial hypertension	C3203102	0.000126647380264	NPS,CCR5,CXCR4,CCR7,HTR1B,APLNR,CCR6,VIP,CXCL12,CCR1,CCL5,KNG1,BDKRB2,BDKRB1,SPECC1L,ADORA2A	
adenosine	DB00640	Hypertension	Primary pulmonary hypertension	C0152171	0.000108686395414	NPS,CCR5,CXCR4,CCR7,HTR1B,APLNR,VIP,CXCL12,CCR1,CCL5,KNG1,BDKRB2,BDKRB1	
eculizumab	DB01257	Pneumonia	Pneumonia	C0032285	0.00021875	C3,ADORA3,CXCL1,CFB,CXCL9,POMC,CCR3,CXCL2,CXCL13,CCL20,CXCL12,CXCL5,CXCR2,CCR8,LPAR2,LPAR1,CCR1,C5AR1,NPW,CXCR3,CXCR4,CCL19,PTGDR2,CCR6,KNG1,CXCL8,CCR9,PF4,C3AR1,CCR2,CCL5	
eculizumab	DB01257	Hypertension	Hypertension	C0020538	0.000166153846154	BDKRB1,SST,ACKR3,CCL28,HTR1B,APLNR,GABBR1,POMC,PDYN,APP,APLN,OPRM1,CXCL2,CXCL13,BDKRB2,CXCR6,AGTR2,GNAI2,HRH3,SAA1,ADRA2C,SSTR4,NPY2R,OPRD1,ADRA2A,LPAR2,ADRA2B,LPAR1,ADORA1,SUCNR1,ANXA1,CCR6,PPBP,GPER1,CASR,DRD3,KNG1,CXCL8,CNR1,CCR5,CCR2,FPR1,CCL21,NPY1R	
eculizumab	DB01257	Sepsis	Sepsis	C0243026	7.76647027317e-05	C3,SST,CFB,POMC,APP,CXCL2,AGTR2,SAA1,CXCL12,CXCR2,ADRA2A,C6,C5,FPR2,C5AR1,CXCR4,S1PR3,KNG1,CXCL8,PNOC,C3AR1,CCR2,CCL5	
eculizumab	DB01257	Hypertension	Pulmonary arterial hypertension	C3203102	0.00015	CCR7,BDKRB1,HTR1B,APLNR,BDKRB2,CXCL12,CCR1,CXCR4,CCR6,KNG1,CCR5,CCL5	
telmisartan	DB00966	Pancreatitis	Hereditary pancreatitis	C0238339	6.79102302536e-05	NTS,ABCB1,GAST,TACR1,F2RL1,TAC1,TACR2,GCG,P2RY6,NTSR1,TACR3,ABCC2,EDN1,CASR,CCKBR	
telmisartan	DB00966	Myocardial infarction	Acute myocardial infarction	C0155626	0.000133436594598	P2RY11,ABCB1,F2,GCG,PPARG,AGTR1,CYP2C19,EDN1,EDNRA,AGT	
telmisartan	DB00966	Pulmonary edema	High altitude pulmonary edema	C0340100	0.000204939341421	AGTR1,EDN1,EDNRA	
telmisartan	DB00966	Edema	High altitude pulmonary edema	C0340100	0.000204939341421	AGTR1,EDN1,EDNRA	
diflunisal	DB00861	Myocardial infarction	Myocardial Infarction	C0027051	6.43108463976e-05	ATM,TP53,KCNMA1,APOA4,CFH,GFAP,PTGS2,GSN,HP,CST3,APOE,APOA1,KRT16,CDCP1,APOC1,PTGS1,AHSG,F7,UGT1A1,APOA2,FN1,SCN5A,SERPING1,APOC3,ITGA2	
