Drug Name	DrugBankID	False Positive DME	PathFX Phenotype	PathFX Phen. CUI	Corrected P-value	Network genes assoc to phen	
scopolamine	DB00747	Pneumonia	Lobar Pneumonia	C0032300	0.00024717537478	TRIP10,CCL5,PTAFR,PPBP	
scopolamine	DB00747	Hemorrhage	Subarachnoid hemorrhage	C0038525	0.000204871841483	EDNRB,HTR1B,AGT,CCL20,EDN1,F2,BIN1,CXCL12,TACR1,ADORA1,ADRB2,CXCL1,DNAJC6	
carteolol	DB00521	Hypertension	Essential hypertension	C0085580	8.60107095047e-05	ADRB1,GNAS,APOB,GCGR,ADM,LDLR,POMC,CALCA,CALCRL,DNM2,ADRB3,CYP2D6,VIP,PTH,FSHR,ADRB2	
carteolol	DB00521	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000151565455652	ADRB1,APOB,ADM,LDLR,LRP2,ADRB3,LDLRAP1,CYP2D6,GCG,PTH,FSHR,ADRB2	
carteolol	DB00521	Gastric ulcer	Gastric ulcer	C0038358	0.000141837495669	ADM,EGFR,ADRB3,CYP2D6,IAPP,EGF	
calcium	DB01373	Myopathy	Myopathy, scapulohumeroperoneal	C0026848	8.02939575395e-05	NCAM1,DES,TTN,MYBPC3,ACTN2,HRAS,AKT1,MYH6,MYH3,INS,TNNC1,DMD,MYBPC1,SPTAN1,MYL2,SPTBN4,SPTB,PYGM,NFATC1,TCAP	
calcium	DB01373	Myopathy	Myofibrillar myopathy, BAG3-related	C2678065	0.000328378578742	DES,TTN,AKT1,DCTN4,DMD	
calcium	DB01373	Myopathy	Myotubular myopathy	C0175709	8.22556263424e-05	DES,TTN,VIM,DMD	
calcium	DB01373	Myopathy	Inclusion body myopathy 2	C1853926	1	NCAM1,DES,MYH6	
calcium	DB01373	Ventricular tachycardia	Ventricular tachycardia, catecholaminergic polymorphic, 2	C0042514	0.000223548286519	MYBPC3,CALM3,MYL2	
calcium	DB01373	Ventricular tachycardia	VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 1 (disorder)	C1631597	1	CALM3,ANK2	
benazepril	DB00542	Hypertension	genetic hypertension	C0598428	6.66486875682e-05	REN,AGT,ACE	
benazepril	DB00542	Hypertension	Pregnancy associated hypertension	C0852036	0.000207278481013	AGT,MTHFR,ACE	
benazepril	DB00542	Ventricular tachycardia	Ventricular tachycardia, catecholaminergic polymorphic, 2	C0042514	0.000220975311161	REN,AGT,ACE	
benazepril	DB00542	Hypertension	Renovascular hypertension	C0020545	9.0516076736e-05	REN,AGT,ACE	
benazepril	DB00542	Pulmonary edema	High altitude pulmonary edema	C0340100	0.000239849508065	REN,ACE	
benazepril	DB00542	Hypertension	Portal hypertension, noncirrhotic	C0020541	0.000201575837163	REN,AGT,ACE	
benazepril	DB00542	Hypertension	Renal hypertension	C0020544	0.000186708860759	AGT,ACE	
benazepril	DB00542	Hemorrhage	Peptic Ulcer Hemorrhage	C0041582	0.000199667221298	AGT,ACE	
benazepril	DB00542	Deep vein thrombosis	Deep vein thrombosis of lower limb	C0340708	0.000314739413681	MTHFR,ACE	
benazepril	DB00542	Hypertension	Ocular Hypertension	C0028840	0.000238924050633	MTHFR,ACE	
benazepril	DB00542	Hypertension	Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis	C0740394	0.000300904977376	REN,MTHFR	
benazepril	DB00542	Myopathy	Distal myopathy Markesbery-Griggs type	C1838244	1	MTHFR	
rilonacept	DB06372	Sepsis	Sepsis	C0243026	6.36604774536e-05	IL1RN,IL1R1,MYD88,IRAK1,IL1A,IRAK4,IL1B	
rilonacept	DB06372	Pancreatitis	Acute pancreatitis	C0001339	0.000217202141901	IL1RN,IL1A,IL1B	
rilonacept	DB06372	Myopathy	Myopathy, mitochondrial progressive, with congenital cataract, hearing loss, and developmental delay	C0162670	1	IL1A,IL1B	
enzalutamide	DB08899	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000134241245136	CYP2C19,APOA1,APOA4,HP,APOC3,APOC1,CYP2C9,CDCP1,CYP3A4,CYP3A5,F7,CYP2C8,SLC25A13,APOE,ALB,APOC2,CYP2D6,ABCB1,NPHS1,APOA2	
enzalutamide	DB08899	Myopathy	Myofibrillar myopathy, BAG3-related	C2678065	7.68449559919e-05	TTN,FN1,LDB3,GSN,CFH,DMD	
enzalutamide	DB08899	Myopathy	Myopathy, scapulohumeroperoneal	C0026848	8.62604149649e-05	SCN5A,TRAPPC11,CYP2B6,CYP2C9,AR,CHKB,CYP3A4,CYP3A5,RYR2,CYP2C8,TTR,TTN,APOE,GFAP,ALB,LDB3,CYP2D6,OBSL1,CFH,DMD	
enzalutamide	DB08899	Myocardial infarction	Old myocardial infarction	C0155668	0.000164690382082	APOA1,APOA4,CYP2C9,CYP2C8,APOE	
enzalutamide	DB08899	Myocardial infarction	Myocardial Infarction	C0027051	6.99541284404e-05	CYP2C19,APOA1,SCN5A,ITGA2,APOA4,HP,KCNMA1,CYP2B6,APOC3,APOC1,CYP2C9,AR,CDCP1,CYP3A4,CYP3A5,F7,CYP2C8,AHSG,SERPING1,FN1,KRT16,APOE,GFAP,CYP2D6,CST3,ABCB1,ATM,GSN,CFH,APOA2	
enzalutamide	DB08899	Myocardial infarction	Acute myocardial infarction	C0155626	0.000159793269951	CYP2C19,APOA1,SCN5A,ITGA2,HP,CYP2B6,F7,APOE,CYP2D6,CST3,ABCB1,DMD	
enzalutamide	DB08899	Tardive dyskinesia	Tardive Dyskinesia	C0686347	0.000134538207173	CYP2B6,CYP3A4,CYP3A5,PDE4B,APOE,CYP2D6	
enzalutamide	DB08899	Hyperlipidemia	Hyperlipidemia, familial combined	C0020474	0.000142630872928	APOA1,APOA4,APOC3,FN1,APOE,ALB,APOA2	
hydroquinone	DB09526	Visual acuity reduced	Reduced visual acuity	C0234632	0.000991379310345	TYR	
mivacurium	DB01226	Pancreatitis	Hereditary pancreatitis	C0238339	0.000112600303526	CXCL12,F2RL1,TACR1,SYT1,CXCR1,EDN1,CASR,GAST,CXCR3,CXCL6,CCR6,ADRB2,CXCL10,P2RY6,CXCL8,GCG,CCL20,CCKBR,TACR2,EGFR,CXCR2,NTSR1,CXCL5,CXCL1,NTS,CXCR4,TAC1,EGF,GNAI2,TACR3,CCL28	
mivacurium	DB01226	Sepsis	Sepsis	C0243026	7.25400106639e-05	CXCL12,SYT1,APP,CCR2,P2RY2,TFRC,EDN1,CXCL2,GAST,F2R,WNT5A,PNOC,ADRB2,C5AR1,S1PR3,P2RY1,GRP,GRPR,CXCL8,EDN3,C5,ADRA1D,LTB4R,CCL5,FPR2,F2,CXCR2,AGT,NTS,CXCR4,SST,GAL,SAA1,ADRA2A,POMC,AAK1,KNG1,AGTR2,C3AR1,EDNRB,C3	
mivacurium	DB01226	Myocardial infarction	Myocardial Infarction	C0027051	6.90230237875e-05	HTR1D,GHSR,CXCL12,IGF2R,F2RL1,ADRA2B,ADORA1,GHRL,CCR2,P2RY2,P2RY11,EDN1,APOB,CCR3,CASR,CCR5,CCR1,F2R,LDLR,CXCL6,P2RY12,ADRB2,VAMP8,DAB2,CNR1,BDKRB2,CXCL10,ADORA3,EDNRA,UTS2R,CXCL8,ADRA1D,TAS2R50,GCG,NPY,BDKRB1,CCL5,TF,F2,AGT,OPRK1,GRM8,AVPR1A,UTS2,CHRM2,OPRD1,LDLRAP1,CXCR5,KNG1,EDN2,AGTR2,EDNRB,C3	
mivacurium	DB01226	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	0.00014048901782	UTS2B,F2RL1,TACR1,CXCR1,EDN1,CASR,HTR1B,HTR2B,NPS,BDKRB2,EDNRA,CCR7,CXCL8,NPY,CCL5,DNM2,TACR2,APLNR,F2,CXCR2,AGT,TAC1,EGF,UTS2,CYSLTR1,EDNRB	
mivacurium	DB01226	Pneumonia	Pneumonia	C0032285	5.03595112033e-05	CXCL12,IGF2R,F2RL1,LPAR1,CCR2,PF4,CXCL2,CCR3,CCR1,CXCR3,F2R,PTGDR2,CCR9,CCR6,ADRB2,C5AR1,CCR8,ADORA3,CXCL8,CCL20,LTB4R,CCL5,TRIP10,EGFR,CXCR2,CXCL5,CXCL1,CXCR4,CXCL9,CXCL13,TAC1,CCL19,PTAFR,POMC,NPW,LPAR2,KNG1,CYSLTR1,C3AR1,C3	
mivacurium	DB01226	Hypertension	Essential hypertension	C0085580	6.35802469136e-05	LPAR1,ADRA2B,ADORA1,P2RY2,EDN1,ADRA1B,APOB,PTGFR,GCGR,LDLR,ADRB2,BDKRB2,EDNRA,ADRA1D,NPY,BDKRB1,DNM2,APLNR,AGT,TRHR,AVPR1A,GNAI2,UTS2,ADRA1A,POMC,LPAR2,KNG1,EDN2,AGTR2	
mivacurium	DB01226	Hypertension	genetic hypertension	C0598428	8.60029571217e-05	ADRA2B,EDN1,CXCR6,ACKR3,SSTR4,EDNRA,CYSLTR2,AGT,ADRA1A,LPAR2	
mivacurium	DB01226	Hypertension	Primary pulmonary hypertension	C0152171	0.000158734619137	CXCL12,F2RL1,EDN1,CCR5,CCR1,F2R,HTR1B,HTR2B,NPS,BDKRB2,EDNRA,CCR7,BDKRB1,CCL5,APLNR,CXCR4,EGF,KNG1,EDNRB	
mivacurium	DB01226	Gastric ulcer	Gastric ulcer	C0038358	0.000122143420016	OXT,GHRL,CCK,EDN1,GAST,BDKRB2,CXCL8,BDKRB1,HRH3,EGFR,OXTR,SST,EGF	
mivacurium	DB01226	Hypertension	Pulmonary arterial hypertension	C3203102	0.000183112261404	CXCL12,F2RL1,EDN1,CCR5,CCR1,F2R,HTR1B,HTR2B,CCR6,NPS,BDKRB2,EDNRA,CCR7,BDKRB1,CCL5,APLNR,SCARB2,CXCR4,EGF,KNG1,EDNRB	
mivacurium	DB01226	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000114237855946	CCR2,APOB,CCR5,LRP2,LDLR,TRH,ADRB2,CNR1,CCR7,GCG,NPY,CCL5,F2,AGT,GAL,SAA1,LDLRAP1,AGTR2,C3	
mivacurium	DB01226	Pancreatitis	Pancreatitis	C0030305	0.00016355721393	TACR1,GHRL,CCK,EDN1,CASR,CCR1,CNR1,BDKRB2,EDNRA,CXCL8,CCL5,TF,AP2S1,SST,PPY,CD4,CNR2	
mivacurium	DB01226	Tardive dyskinesia	Tardive Dyskinesia	C0686347	0.000127853783456	F2R,CNR1,DRD3,MTNR1A,HTR1F,ARRB2,DRD4,MTNR1B	
mivacurium	DB01226	Pneumonia	Streptococcal pneumonia	C0155862	0.000156014580802	CXCL8,CCL5,TRIP10,PTAFR,PPBP,C3	
mivacurium	DB01226	Cerebral infarction	Ischaemic cerebral infarction	C0007785	0.000162790697674	CXCL12,ADORA1,P2RY2,APOB,F2R,ANXA1,LDLR,CXCL8,NPY,CCL5,F2,AGT,CXCR4,F2RL3,PTGER1,EDNRB	
mivacurium	DB01226	Cerebral infarction	Infarction, Middle Cerebral Artery	C0740392	0.000186800165636	GHSR,ADORA1,GHRL,EDN1,CXCL2,CXCR3,AGT,C3	
mivacurium	DB01226	Hypertension	Portal hypertension, noncirrhotic	C0020541	0.00019638267259	UTS2B,EDN1,CCR5,ADRB2,BDKRB2,EDNRA,AVP,AGT,EDNRB	
mivacurium	DB01226	Pneumonia	Lobar Pneumonia	C0032300	0.000254013278388	CCL5,TRIP10,PTAFR,PPBP	
mivacurium	DB01226	Pulmonary edema	Pulmonary edema	C0034063	0.00023722693627	CXCL2,CCR5,F2R,ADRB2,CXCL8,FPR1	
mivacurium	DB01226	Edema	Pulmonary edema	C0034063	0.00023722693627	CXCL2,CCR5,F2R,ADRB2,CXCL8,FPR1	
mivacurium	DB01226	Pancreatitis	Acute pancreatitis	C0001339	0.000218760038548	GALR2,EDN1,GALR3,CXCL8,AGT,TAC1,GAL	
droxidopa	DB06262	Myocardial infarction	Myocardial Infarction	C0027051	7.33085783638e-05	AVPR1A,P2RY2,TF,SCN5A,KCNMA1,AHSG,DAB2,F2R,KNG1,EDN2,P2RY11,APOC1,RLN2,SERPING1,ADRB2,GHRL,F2RL1,CASR,EDN1,AGT,UTS2R,BDKRB2,ADRA1D,TBXA2R,GHSR,GCG,RAMP1,APOB,ADRB3,PTGER2,EDNRB,APOE,HP,GSN,ADRB1,CXCL6,ADRA2B,CDCP1,F2,GFAP,ADM,IGF2R,GHRH,CHRM2,EDNRA,BDKRB1,UTS2,LDLR,LDLRAP1,CST3,VAMP8	
droxidopa	DB06262	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000123727496051	FSHR,APOC1,ADRB2,AGT,SLC25A13,PTH,GCG,LRP2,APOB,ADRB3,APOE,HP,TRH,ADRB1,CDCP1,ALB,F2,ADM,SAA1,LDLR,LDLRAP1	
droxidopa	DB06262	Gastric ulcer	Gastric ulcer	C0038358	8.94662923046e-05	EGFR,GAST,OXT,EGF,GHRL,OXTR,EDN1,BDKRB2,ADRB3,CCK,ADM,IAPP,BDKRB1	
droxidopa	DB06262	Myocardial infarction	Acute myocardial infarction	C0155626	0.000154690467918	SCN5A,P2RY11,EDN1,AGT,GCG,APOB,APOE,HP,ADRB1,PIK3C2A,ADRA2B,F2,ADM,CHRM2,EDNRA,CST3	
droxidopa	DB06262	Hemorrhage	Subarachnoid hemorrhage	C0038525	0.000191946420736	DNAJC6,ADRB2,EDN1,AGT,BIN1,RXFP1,CALCA,EDNRB,CAMTA1,APOE,HP,SLA2,ADRB1,F2,GFAP,VIPR2,TACR1	
droxidopa	DB06262	Cerebral infarction	Ischaemic cerebral infarction	C0007785	0.000143796636062	P2RY2,F2R,PTGER1,RAMP2,PTGDR,F2RL3,AGT,TBXA2R,RAMP1,APOB,EDNRB,APOE,F2,GFAP,ADM,ANXA1,LDLR	
droxidopa	DB06262	Ventricular tachycardia	Ventricular tachycardia, catecholaminergic polymorphic, 2	C0042514	0.00025965965966	GNAI2,SCN5A,ADRB2,EDN1,AGT,ADRB1	
droxidopa	DB06262	Cardiac arrest	Cardiac arrest	C0018790	0.000205374158812	GNAI2,SCN5A,GNAS,EDN1,SPAST,APOB,APOE,SCT,POMC,LDLR,LDLRAP1,TFRC	
potassium chloride	DB00761	Peripheral neuropathy	Peripheral axonal neuropathy	C1263857	0.000490848585691	SLC12A6	
vigabatrin	DB01080	Hemorrhage	Cerebral Hemorrhage	C2937358	0.000618600554986	APP,POMC,ANXA1	
cefazolin	DB01327	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000118042728514	APOA1,ALB,APOC3,APOC1,HP,APOC2,PON1,F7,NPHS1,APOA2,APOE,SLC25A13,CDCP1,APOA4	
cefazolin	DB01327	Myopathy	Myofibrillar myopathy, BAG3-related	C2678065	6.13009922822e-05	LDB3,DMD,FN1,CFH,GSN,TTN	
cefazolin	DB01327	Hyperlipidemia	Hyperlipidemia, familial combined	C0020474	9.12899669239e-05	APOA1,ALB,APOC3,PON1,APOA2,APOE,FN1,APOA4	
cefazolin	DB01327	Myocardial infarction	Myocardial Infarction	C0027051	8.73571691854e-05	APOA1,APOC3,ATM,KCNMA1,APOC1,HP,GFAP,PON1,F7,SCN5A,ITGA2,KRT16,CST3,APOA2,APOE,AHSG,FN1,SERPING1,CFH,GSN,CDCP1,APOA4	
cefazolin	DB01327	Hypertension	Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis	C0740394	0.000221792392005	APOA1,APOC3,PON1,SLC22A11,APOE,APOA4	
cefazolin	DB01327	Myopathy	Myopathy, scapulohumeroperoneal	C0026848	0.000111668443681	ALB,CHKB,GFAP,OBSL1,TRAPPC11,SCN5A,TTR,RYR2,LDB3,APOE,DMD,CFH,TTN	
cefazolin	DB01327	Myocardial infarction	Acute myocardial infarction	C0155626	0.000162653645057	APOA1,HP,PON1,F7,SCN5A,ITGA2,CST3,APOE,DMD	
cefazolin	DB01327	Myopathy	Inclusion Body Myopathy, Sporadic	C0751713	0.000178080334771	CST3,TTR,TOMM40,APOE	
cefazolin	DB01327	Myocardial infarction	Old myocardial infarction	C0155668	0.000110264008473	APOA1,APOE,APOA4	
cefazolin	DB01327	Myopathy	Peripheral neuropathy, myopathy, hoarseness, and hearing loss	C0031117	0.000172416154067	SPAST,ABCC4,ATM,GFAP,SLC22A8,GJC2,NLRC4,TLN2,TTR,LDB3,APOE,SETX,SERPING1,GSN,SACS	
cefazolin	DB01327	Peripheral neuropathy	Peripheral neuropathy, myopathy, hoarseness, and hearing loss	C0031117	0.000172416154067	SPAST,ABCC4,ATM,GFAP,SLC22A8,GJC2,NLRC4,TLN2,TTR,LDB3,APOE,SETX,SERPING1,GSN,SACS	
cefazolin	DB01327	Peripheral neuropathy	Peripheral axonal neuropathy	C1263857	0.000299750058772	GJC2,TTR,SETX,SERPING1	
cefazolin	DB01327	Pancreatitis	Pancreatitis, Alcoholic	C0376670	1	ATM,PON1,APOE	
naphazoline	DB06711	Sepsis	Sepsis	C0243026	0.000101319462909	KNG1,POMC,GRP,ADRA2A,APP,GAST,EDN1,EDN3,EDNRB,ADRA1D,P2RY1,SAA1,GRPR,LTB4R,AGT,NTS,F2R,F2,P2RY2	
naphazoline	DB06711	Pancreatitis	Hereditary pancreatitis	C0238339	0.000155854126679	CCKBR,GAST,EDN1,TACR3,CASR,P2RY6,GNAI2,F2RL1,TACR1,TAC1,NTSR1,CXCL6,TACR2,GCG,NTS	
naphazoline	DB06711	Myocardial infarction	Myocardial Infarction	C0027051	0.000110094909405	KNG1,P2RY11,EDN1,EDNRB,BDKRB1,UTS2,EDN2,GHSR,ADRA1D,CASR,GHRL,UTS2R,AVPR1A,TBXA2R,F2RL1,ADRA2B,CXCL6,AGT,BDKRB2,EDNRA,GCG,F2R,F2,P2RY2	
naphazoline	DB06711	Gastric ulcer	Gastric ulcer	C0038358	0.00018669527897	OXTR,GAST,EDN1,BDKRB1,OXT,GHRL,CCK,BDKRB2	
naphazoline	DB06711	Cerebral infarction	Ischaemic cerebral infarction	C0007785	0.000222585330428	EDNRB,F2RL3,TBXA2R,PTGER1,AGT,ANXA1,F2R,F2,P2RY2	
naphazoline	DB06711	Myocardial infarction	Acute myocardial infarction	C0155626	0.000257528089888	P2RY11,EDN1,ADRA2B,AGT,EDNRA,GCG,F2	
naphazoline	DB06711	Ventricular tachycardia	Ventricular tachycardia, catecholaminergic polymorphic, 2	C0042514	0.000286126539314	EDN1,GNAI2,AGT	
nifedipine	DB01115	Tardive dyskinesia	Tardive Dyskinesia	C0686347	0.000135183983619	AKT1,CYP3A4,CYP2D6,CYP3A5,CYP1A2,CYP2B6	
aminocaproic acid	DB00513	Myocardial infarction	Myocardial Infarction	C0027051	7.87394704361e-05	HRG,PLAU,PLG,PLAUR,PLAT	
aminocaproic acid	DB00513	Myocardial infarction	Acute myocardial infarction	C0155626	0.000253124845851	PLAU,PLG,PLAT	
aminocaproic acid	DB00513	Cerebral infarction	Ischaemic cerebral infarction	C0007785	0.000150844277674	PLAU,PLG,PLAT	
aminocaproic acid	DB00513	Cerebral infarction	Infarction, Middle Cerebral Artery	C0740392	0.000168305969694	PLAU,PLAT	
ofatumumab	DB06650	Hemorrhage	Subcutaneous hemorrhage	C0854107	0.000569343065693	MS4A1	
duloxetine	DB00476	Tardive dyskinesia	Tardive Dyskinesia	C0686347	0.000133942641034	SLC6A4,CYP1A2,SLC6A3,CYP2D6	
triprolidine	DB00427	Gastric ulcer	Gastric ulcer	C0038358	0.00018669527897	GAST,BDKRB1,CCK,GHRL,OXT,OXTR,BDKRB2,CYP2D6,EDN1	
triprolidine	DB00427	Sepsis	Sepsis	C0243026	0.000101319462909	GAST,APP,KNG1,EDNRB,EDN3,GRP,P2RY1,P2RY2,AGT,GRPR,SAA1,LTB4R,F2,NTS,ADRA1D,F2R,EDN1	
triprolidine	DB00427	Pancreatitis	Hereditary pancreatitis	C0238339	0.000155854126679	TACR2,GAST,P2RY6,TACR3,TAC1,GCG,CCKBR,F2RL1,CASR,TACR1,NTS,NTSR1,EDN1	
triprolidine	DB00427	Myocardial infarction	Myocardial Infarction	C0027051	0.000110094909405	BDKRB1,KNG1,EDNRB,GCG,GHRL,P2RY11,GHSR,P2RY2,AGT,UTS2,EDNRA,UTS2R,F2RL1,BDKRB2,EDN2,CASR,AVPR1A,F2,CYP2D6,ADRA1D,F2R,EDN1	
insulin human	DB00030	Hypertension	Hypertension	C0020538	5.34636579923e-05	IRS1,IDE,MGST3,PCSK1,AVPR2,INS,NOV,IGF1R,AVP,INSR,EGF,SCARB2,IGF1,PTPN1,DNM2,CCNE1,HGS,M6PR,LRP2,ADRB2,CYP1A2,LDLRAP1,IGF2,EGFR,APOB,IRS2	
insulin human	DB00030	Myopathy	Myotubular myopathy	C0175709	0.000129611411707	WASL,DNM2,AMPH,BIN1	
amifostine	DB01143	Hemorrhage	Internal hemorrhage	C0333285	0.000167651564894	ENPP1,ALPL	
rifabutin	DB00615	Hypertension	Portal hypertension, noncirrhotic	C0020541	0.00019638267259	CC2D2A,ALMS1,RPGRIP1L,TMEM67,HSP90AA1,PIK3R1	
isoflurane	DB00753	Edema	Cerebral edema	C0006114	4.86164488855e-05	NDUFB3,NDUFV2,NDUFS6,DMD,NDUFB9,ACAD9,SLC25A13,NDUFA11,NDUFV1,NDUFAF2,MYL4,NDUFS4,GFAP,NDUFS1,NDUFAF1,TMEM126B,NDUFA1,MYLK,APOE	
isoflurane	DB00753	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000132067851373	ALB,APOA1,TFG,F5,SHC1,SLC25A13,NDUFA2,APOC2,CDCP1,APOC1,CAV1,NPHS1,APOA2,F7,APOE,APOA4,APOC3,HP	
isoflurane	DB00753	Myopathy	Myofibrillar myopathy, BAG3-related	C2678065	0.000173577828714	CFH,TTN,AKT1,DMD,FN1,LDB3,GSN	
isoflurane	DB00753	Myopathy	Myopathy, scapulohumeroperoneal	C0026848	0.000101136809094	ALB,SAR1B,CFH,NFATC1,OBSL1,TTN,HRAS,AKT1,TTR,DMD,SCN5A,CYP2B6,TRAPPC11,ACTN2,PYGM,PRKCA,GFAP,LDB3,CHKB,APOE,RYR2	
isoflurane	DB00753	Myocardial infarction	Old myocardial infarction	C0155668	0.00014385415183	APOA1,NDUFA2,CAV1,CD59,APOE,APOA4	
isoflurane	DB00753	Hyperlipidemia	Hyperlipidemia, familial combined	C0020474	0.000149912587413	ALB,APOA1,FN1,APOA2,CD59,APOE,APOA4,APOC3	
isoflurane	DB00753	Myocardial infarction	Acute myocardial infarction	C0155626	0.000149199695122	APOA1,ITGA2,F5,SOS1,DMD,SCN5A,CYP2B6,NDUFA2,CST3,F7,APOE,HP	
isoflurane	DB00753	Pancreatitis	Pancreatitis	C0030305	0.000163958517077	ALB,HRAS,F5,NCOA3,SLC25A13,SERPINA1,NDUFA2,APOC2,CAV1,APOE,CTSL,CYP2E1,PPP3CA	
isoflurane	DB00753	Hemorrhage	Brain Hemorrhage, Traumatic	C0553692	0.000157245632066	APOA1,ITGA2,F5,F7	
isoflurane	DB00753	Pancreatitis	Pancreatitis, Alcoholic	C0376670	0.000201379676307	SERPINA1,ATM,APOE,CYP2E1	
fludeoxyglucose f-18	DB09502	Myopathy	Myotubular myopathy	C0175709	6.13685862201e-05	WASL,BIN1,DNM2,AMPH	
iodipamide	DB04711	Myopathy	Myofibrillar myopathy, BAG3-related	C2678065	1	DMD,CFH,LDB3,FN1,GSN,TTN	
iodipamide	DB04711	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000140269391547	APOC2,CDCP1,APOA2,HP,NPHS1,SLC25A13,APOA1,ALB,APOC1,APOA4,APOE,F7,APOC3	
iodipamide	DB04711	Myocardial infarction	Myocardial Infarction	C0027051	0.000159843546284	CDCP1,APOA2,KRT16,HP,ATM,SCN5A,GFAP,APOA1,KCNMA1,SERPING1,APOC1,APOA4,APOE,CFH,F7,FN1,APOC3,GSN,CST3,AHSG,ITGA2	
iodipamide	DB04711	Hyperlipidemia	Hyperlipidemia, familial combined	C0020474	0.000476003555029	APOA2,APOA1,ALB,APOA4,APOE,FN1,APOC3	
iodipamide	DB04711	Myopathy	Myopathy, scapulohumeroperoneal	C0026848	9.65116856414e-05	OBSL1,RYR2,DMD,SCN5A,GFAP,ALB,CHKB,APOE,CFH,LDB3,TRAPPC11,TTR,TTN	
iodipamide	DB04711	Proteinuria	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	C0033687	0.000570524596857	HP,NPHS1,APOA1,CTSL,ALB,APOE,CFH,FN1	
iodipamide	DB04711	Edema	Cerebral edema	C0006114	0.000187504299966	DMD,GFAP,SLC25A13,APOE,MYL4	
iodipamide	DB04711	Myocardial infarction	Acute myocardial infarction	C0155626	0.000204643074227	HP,DMD,SCN5A,APOA1,APOE,F7,CST3,ITGA2	
iodipamide	DB04711	Hypertension	Hypertension	C0020538	0.000166153846154	GABBR1,HP,NPHS1,ATM,RYR2,DMD,PPBP,APOA1,KCNMA1,GRAP2,ALB,APOC1,APOE,CFH,F7,FN1,APOC3,CST3,PALB2,TIAM1,TTR,ITGA2,ADRA1B	
iodipamide	DB04711	Myopathy	Inclusion Body Myopathy, Sporadic	C0751713	0.000168672855955	TOMM40,APOE,CST3,TTR	
iodipamide	DB04711	Hemorrhage	Brain Hemorrhage, Traumatic	C0553692	0.000166112956811	APOA1,F7,ITGA2	
iodipamide	DB04711	Myocardial infarction	Old myocardial infarction	C0155668	0.000222927320915	APOA1,APOA4,APOE	
iodipamide	DB04711	Hypertension	Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis	C0740394	0.000393481037129	APOA1,APOA4,APOE,APOC3	
iodipamide	DB04711	Myopathy	Peripheral neuropathy, myopathy, hoarseness, and hearing loss	C0031117	0.000402325581395	NLRC4,ATM,GFAP,GJC2,SPAST,SETX,SACS,SERPING1,TLN2,APOE,LDB3,GSN,TTR	
iodipamide	DB04711	Peripheral neuropathy	Peripheral neuropathy, myopathy, hoarseness, and hearing loss	C0031117	0.000402325581395	NLRC4,ATM,GFAP,GJC2,SPAST,SETX,SACS,SERPING1,TLN2,APOE,LDB3,GSN,TTR	
iodipamide	DB04711	Hemorrhage	Subarachnoid hemorrhage	C0038525	0.00052380952381	HP,CAMTA1,GFAP,SLA2,APOE,TTR,ITGA2	
thalidomide	DB01041	Cerebral infarction	Ischaemic cerebral infarction	C0007785	0.000143796636062	HBEGF,GDNF,ARTN,LTA,NFKB1,SOS1,PTGS2,HGF,PIK3CA,CYP1A1,PSPN,PIK3CB,TNF,FGF2	
gefitinib	DB00317	Gastric ulcer	Gastric ulcer	C0038358	9.50473415878e-05	CYP2C19,FGFR2,PDGFA,TEK,FGF2,CYP2D6,MET,EGF,IL2,FGFR1,CYP2C9,FN1,SOS1,ANGPT1,PDGFRA,HGF,NRG1,PDGFRB,EGFR	
gefitinib	DB00317	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000132067851373	CYP2C19,APOA1,ALB,APOC1,ABCB1,CYP2D6,SHC1,F7,APOC3,LDLRAP1,APOE,APOA4,CYP2C9,CDCP1,APOC2,CYP3A4,NPHS1,APOA2,CYP3A5,APOB,PTPRA,LRP2,HP,KL,IRS1,SLC25A13,ADRB2	
gefitinib	DB00317	Myocardial infarction	Acute myocardial infarction	C0155626	0.000149199695122	CYP2C19,APOA1,LRRK2,ABCB1,CYP2D6,F7,APOE,DMD,CHRM2,SOS1,PTK2,SCN5A,PIK3C2A,ANGPT1,ITGA2,CST3,HGF,APOB,HP,IRS1	
