Predicted Cotherapy,Relationship,dme,Drugs with labeled DME,DME pathway intermediate,Intermediate node count,PMID,Notes
Clopidogrel,Prevents,Myocardial Infarction,Tinzaparin,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Frovatriptan,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Eletriptan,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Pindolol,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Pasireotide,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Naratriptan,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Apomorphine,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Risperidone,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Ropinirole,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Octreotide,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Nicardipine,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Naloxone,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Progesterone,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Lurasidone,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Bromocriptine,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Desipramine,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Mirtazapine,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Metoclopramide,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Almotriptan,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Dexamethasone,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Ketoprofen,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Trimipramine,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Maraviroc,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Dihydroergotamine,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Clozapine,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Pentazocine,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Diphenhydramine,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Menthol,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Levodopa,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Amphetamine,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Pilocarpine,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Sumatriptan,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Imipramine,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Pramipexole,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Trazodone,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Maprotiline,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Rizatriptan,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Perphenazine,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Amoxapine,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Atropine,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Disopyramide,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Tramadol,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Aripiprazole,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Adenosine,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Fentanyl,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Nalbuphine,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Olanzapine,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Gabapentin,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Clopidogrel,Prevents,Myocardial Infarction,Tropicamide,P2RY12,95,24172891,"The current standard of antiplatelet therapy of patients after myocardial infarction includes the P2Y12 receptor antagonists clopidogrel, prasugrel or ticagrelor."
Dinoprostone,Prevents,Myocardial Infarction,Propranolol,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Amitriptyline,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Pergolide,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Nortriptyline,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Zolmitriptan,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Paroxetine,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Frovatriptan,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Eletriptan,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Pindolol,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Naratriptan,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Apomorphine,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Risperidone,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Ropinirole,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Nicardipine,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Naloxone,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Lurasidone,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Bromocriptine,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Desipramine,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Mirtazapine,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Metoclopramide,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Almotriptan,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Dextroamphetamine,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Fenoldopam,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Trimipramine,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Dihydroergotamine,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Clozapine,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Clomipramine,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Pentazocine,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Pseudoephedrine,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Sumatriptan,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Imipramine,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Pramipexole,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Epinephrine,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Maprotiline,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Trazodone,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Rizatriptan,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Perphenazine,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Amoxapine,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Atropine,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Tramadol,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Aripiprazole,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Fentanyl,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Adenosine,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Nalbuphine,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Olanzapine,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Goserelin,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dinoprostone,Prevents,Myocardial Infarction,Tropicamide,"PTGER4,PTGER3,PTGER2,PTGER1",4|47|30|38,28256515,"Thus, the PGE2/Ep3 axis promotes cardiac healing after MI by activating reparative Ly6Clow Mos/Mps, indicating that Ep3 receptor activation may be a promising therapeutic target for acute MI."
Dronabinol,Prevents,Myocardial Infarction,Propranolol,"CNR1,CNR2",69|47,23537701,A single ultra low dose of THC before ischemia is a safe and effective treatment that reduces myocardial ischemic damage
Dronabinol,Prevents,Myocardial Infarction,Amitriptyline,"CNR1,CNR2",69|47,23537701,A single ultra low dose of THC before ischemia is a safe and effective treatment that reduces myocardial ischemic damage
Dronabinol,Prevents,Myocardial Infarction,Pergolide,"CNR1,CNR2",69|47,23537701,A single ultra low dose of THC before ischemia is a safe and effective treatment that reduces myocardial ischemic damage
Dronabinol,Prevents,Myocardial Infarction,Memantine,"CNR1,CNR2",69|47,23537701,A single ultra low dose of THC before ischemia is a safe and effective treatment that reduces myocardial ischemic damage
Dronabinol,Prevents,Myocardial Infarction,Nortriptyline,"CNR1,CNR2",69|47,23537701,A single ultra low dose of THC before ischemia is a safe and effective treatment that reduces myocardial ischemic damage
Dronabinol,Prevents,Myocardial Infarction,Zolmitriptan,"CNR1,CNR2",69|47,23537701,A single ultra low dose of THC before ischemia is a safe and effective treatment that reduces myocardial ischemic damage
Dronabinol,Prevents,Myocardial Infarction,Paroxetine,"CNR1,CNR2",69|47,23537701,A single ultra low dose of THC before ischemia is a safe and effective treatment that reduces myocardial ischemic damage
Dronabinol,Prevents,Myocardial Infarction,Tinzaparin,"CNR1,CNR2",69|47,23537701,A single ultra low dose of THC before ischemia is a safe and effective treatment that reduces myocardial ischemic damage
Dronabinol,Prevents,Myocardial Infarction,Frovatriptan,"CNR1,CNR2",69|47,23537701,A single ultra low dose of THC before ischemia is a safe and effective treatment that reduces myocardial ischemic damage
Dronabinol,Prevents,Myocardial Infarction,Eletriptan,"CNR1,CNR2",69|47,23537701,A single ultra low dose of THC before ischemia is a safe and effective treatment that reduces myocardial ischemic damage
Dronabinol,Prevents,Myocardial Infarction,Pindolol,"CNR1,CNR2",69|47,23537701,A single ultra low dose of THC before ischemia is a safe and effective treatment that reduces myocardial ischemic damage
Dronabinol,Prevents,Myocardial Infarction,Pasireotide,"CNR1,CNR2",69|47,23537701,A single ultra low dose of THC before ischemia is a safe and effective treatment that reduces myocardial ischemic damage
Dronabinol,Prevents,Myocardial Infarction,Naratriptan,"CNR1,CNR2",69|47,23537701,A single ultra low dose of THC before ischemia is a safe and effective treatment that reduces myocardial ischemic damage
Dronabinol,Prevents,Myocardial Infarction,Apomorphine,"CNR1,CNR2",69|47,23537701,A single ultra low dose of THC before ischemia is a safe and effective treatment that reduces myocardial ischemic damage
Dronabinol,Prevents,Myocardial Infarction,Risperidone,"CNR1,CNR2",69|47,23537701,A single ultra low dose of THC before ischemia is a safe and effective treatment that reduces myocardial ischemic damage
Dronabinol,Prevents,Myocardial Infarction,Ropinirole,"CNR1,CNR2",69|47,23537701,A single ultra low dose of THC before ischemia is a safe and effective treatment that reduces myocardial ischemic damage
Dronabinol,Prevents,Myocardial Infarction,Octreotide,"CNR1,CNR2",69|47,23537701,A single ultra low dose of THC before ischemia is a safe and effective treatment that reduces myocardial ischemic damage
Dronabinol,Prevents,Myocardial Infarction,Nicardipine,"CNR1,CNR2",69|47,23537701,A single ultra low dose of THC before ischemia is a safe and effective treatment that reduces myocardial ischemic damage
Dronabinol,Prevents,Myocardial Infarction,Naloxone,"CNR1,CNR2",69|47,23537701,A single ultra low dose of THC before ischemia is a safe and effective treatment that reduces myocardial ischemic damage
